Number_equivalent_letter_grade,rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Number_equivalent_Principal_Program_Detail_Code,Stmt_date,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
1,925,19820428,689,122,50,14,20101231,1.83,1.41,827850,38652,1345,429715,0,600991,765186,339749,0,66075,1852,64223,0,0,0,53881,53881,0,6,2,0,239580,66075,81,80,0,0,1,80,1,0,0,8,0,1.06,0,76,5,0,0,0,0
1,682,19730424,864,228,51,17,20101231,1.25,1.64,41857,3550,56,30496,0,70598,62245,19130,0,11600,1500,10100,1400,0,0,10005,8605,1400,1,6,1,4459,13000,15,0,15,0,0,14,1,0,0,1,0,1.07,1,12,2,0,0,0,0
1,715,19740613,856,147,154,17,20100630,1.11,1.63,241190,76102,1571,147040,0,73079,126433,81526,0,48900,3179,45721,0,0,3228,33480,33480,0,1,4,1,26458,52128,59,29,30,0,0,59,0,0,0,15,0,1.1,0,53,6,0,0,0,0
2,1143,19980310,112,238,126,3,20101231,1.2,0.64,496694,72107,1327,351738,0,312599,544895,60035,0,60003,0,60003,0,0,0,31801,31801,0,1,4,3,0,60003,90,45,0,45,0,90,0,0,0,4,0,0.26,67,23,0,0,0,0,0
1,1044,19900319,915,149,60,20,20101231,1.6,2.09,976960,240718,2909,458962,0,563801,464619,195293,0,88842,1253,87589,0,23060,0,65298,65298,0,1,5,2,37000,111902,84,28,27,29,0,0,84,0,0,5,0,1.46,15,29,26,14,0,0,0
1,980,19860404,1085,149,33,20,20101231,1.43,1.79,249064,147195,1308,70362,0,309725,254660,1859,80000,53545,459,53086,42254,0,0,88569,88569,0,1,4,2,91519,95799,58,15,0,43,0,0,58,0,0,3,0,1.69,6,18,22,12,0,0,0
1,720,19720208,988,223,82,17,20101231,1.68,4.98,790961,225770,739,336898,0,534857,288849,181425,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
5,991,19850521,1097,149,149,18,20101231,0,0.72,439568,10341,144,0,0,599156,4104128,1,3266642,103844,0,103844,1000,0,0,87901,86901,1000,15,0,0,0,104844,101,96,0,5,0,0,101,0,0,0,0,1.99,14,18,30,33,6,0,0
1,127,20091006,258,160,79,14,20101231,3.91,2.68,775205,34904,2420,188698,0,367854,156865,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,40,0,0,0,3,0,0.75,10,30,0,0,0,0,0
5,749,19730918,1283,128,132,17,20101231,0.85,0.97,239540,51620,891,219425,0,159107,333678,123169,47225,79848,0,79848,0,0,0,78136,78136,0,0,3,0,0,79848,116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
5,786,19750115,417,49,85,16,20101231,0.18,0.62,15542,7693,179,41643,0,30302,71666,23016,0,21217,5567,15650,4521,0,0,20871,16350,4521,1,4,1,95832,25738,22,5,17,0,0,0,22,0,0,0,0,1.59,3,3,16,0,0,0,0
1,1158,19990623,190,26,125,7,20101231,1.49,1.89,1589557,184605,3124,943062,0,889097,1016659,545662,0,133736,0,133736,0,0,0,101114,101114,0,1,15,2,0,133736,181,181,0,0,0,0,181,0,0,18,0,0.86,26,154,1,0,0,0,0
4,751,19721130,1208,76,139,11,20101231,0.87,0.38,3270690,859892,3255,2759578,0,1604876,5776635,1577284,0,1345493,20000,1325493,1,0,0,1053733,1053732,1,64,13,7,2996828,1345494,1213,300,913,0,0,450,763,0,0,62,0,1.75,0,562,423,203,25,0,0
4,714,19741219,591,93,140,21,20101231,0.98,0,995330,396089,1595,607392,0,0,1,1,0,128684,11870,116814,0,0,0,117758,117758,0,20,2,0,866408,128684,125,32,40,53,0,0,125,0,0,0,3,1.78,0,40,73,12,0,0,0
2,783,19750211,547,175,76,16,20101231,1.32,0.68,272148,87765,236,139974,0,118152,263690,80869,8920,62450,10137,52313,0,11086,3235,47500,47500,0,8,4,0,59639,76771,45,22,23,0,0,0,45,0,0,0,0,2.76,2,0,11,28,2,2,0
1,713,19711228,1055,64,135,15,20101231,1.23,3.01,360011,57425,462,244649,0,572518,376068,185693,0,77083,19861,57222,0,9817,0,59901,59901,0,2,7,0,17045,86900,71,71,0,0,0,0,71,0,0,4,0,1.69,0,22,49,0,0,0,0
1,1049,19901011,1086,149,33,20,20101231,1.94,1.07,212214,0,0,109488,0,148495,171715,33213,0,42774,0,42774,0,0,0,32387,32387,0,2,3,0,35542,42774,31,16,0,15,0,0,31,0,0,0,0,2.1,0,0,28,3,0,0,0
1,1007,19870910,488,229,15,20,20101231,1.1,2.2,554312,26272,162,478308,0,306795,217586,78435,0,106376,7048,99328,0,0,5544,84736,84736,0,9,3,0,718740,111920,96,24,0,72,0,0,96,0,0,4,0,2,0,8,80,8,0,0,0
1,930,19830324,710,257,124,14,20101231,1.32,1.2,788067,21710,540,579250,0,356696,690729,392388,0,79940,2500,77440,0,0,0,50875,50875,0,1,4,1,182903,79940,100,100,0,0,0,100,0,0,0,11,0,0.75,25,75,0,0,0,0,0
1,912,19821013,603,148,111,14,20101220,1.4,1.67,1135129,22598,383,795864,0,568751,864978,523621,0,0,0,0,0,0,0,81289,81289,0,5,3,1,1001880,109223,120,120,0,0,0,50,70,0,0,9,0,1.68,0,50,58,12,0,0,0
2,684,19740522,455,147,154,17,20101231,1.03,0.8,255630,13264,1219,234421,0,207021,400282,142000,0,72000,0,72000,0,0,0,63900,63900,0,1,7,2,0,72000,94,38,56,0,0,94,0,0,0,0,0,1.14,0,81,13,0,0,0,0
1,632,19730503,166,117,3,17,20101231,1.2,2.34,1566706,25642,7649,1279097,0,2801801,1648969,449303,0,222058,38591,183467,0,0,0,187855,187855,0,1,11,2,403583,222058,250,63,187,0,0,0,250,0,0,3,0,1.58,0,105,145,0,0,0,0
2,724,19740102,177,97,125,11,20101231,1.12,0.67,533703,146512,334,343989,0,282517,611261,188541,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
1,1056,19930217,1081,507,146,7,20101231,1.87,14.04,244921,45224,385,106632,0,634129,76428,31262,0,63026,2000,61026,0,4476,0,64480,64480,0,19,3,0,0,67502,45,28,17,0,0,0,45,0,0,2,0,2.6,0,0,18,27,0,0,0
1,933,19830105,487,36,109,14,20101231,1.35,1.14,762878,0,1372,564368,0,206969,557083,375771,0,77912,1762,76150,0,0,0,52122,52122,0,1,5,2,140786,77912,96,95,0,0,1,87,9,0,0,9,0,0.88,22,64,10,0,0,0,0
2,780,19760909,940,149,83,5,20101231,1.11,0.75,847851,154797,2726,619539,0,428864,863130,289844,0,123708,0,123708,0,17922,0,118800,118800,0,20,2,0,0,141630,120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
1,135,20031219,651,122,50,13,20101231,1.13,1.64,193012,18841,224,154299,0,109015,104896,38328,0,29900,0,29900,0,0,0,0,0,0,1,5,1,0,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
1,957,19850809,518,76,139,20,20101231,1.39,2.39,715738,30128,1694,493414,0,956400,511901,1,111847,191414,7568,183846,0,0,0,140168,140168,0,1,21,2,34562,191414,140,35,0,105,0,0,140,0,0,0,0,1.76,0,33,107,0,0,0,0
2,1059,19900720,83,229,15,20,20101231,1.06,0.87,874562,273457,2291,564705,0,208534,238869,1,0,28995,250,28745,0,0,640,24756,24756,0,5,3,0,28266,29635,170,43,0,127,0,0,170,0,0,9,0,1.53,0,80,90,0,0,0,0
1,917,19801009,345,59,58,15,20101231,1.26,1.83,1171960,50178,330,886873,0,338112,483870,298813,0,200665,4434,196231,0,0,0,116441,116441,0,11,5,0,108529,200665,173,173,0,0,0,112,61,0,0,13,0,1.46,0,102,63,8,0,0,0
1,882,19800430,1218,160,136,14,20101231,1.05,3.33,1301287,88911,1808,1154984,0,567109,821180,236109,414864,142053,8125,133928,0,0,0,97223,97223,0,3,6,3,169901,142053,162,162,0,0,0,150,12,0,0,22,0,1.02,38,99,13,8,4,0,0
1,832,19790709,987,257,124,14,20101231,1.1,2.16,1791319,364260,5137,1287672,0,1195709,1332160,777963,0,144127,3069,141058,1824,0,0,145909,143498,2411,1,7,2,92802,145951,161,161,0,0,0,155,6,0,0,16,0,1.07,0,155,0,6,0,0,0
1,1009,19871005,742,229,15,20,20101231,1.13,1.86,781123,132935,307,574673,0,333621,179458,1,0,108218,2773,105445,0,0,0,88542,88542,0,15,2,0,2474208,108218,90,23,0,67,0,0,90,0,0,5,0,1.5,0,45,45,0,0,0,0
1,877,19800109,446,122,50,15,20101231,1.04,3.96,1845971,338620,5149,1447784,0,1262816,1018066,698860,0,0,0,0,1,0,0,168331,168330,1,2,5,5,143355,267825,230,230,0,0,0,148,82,0,0,19,0,1.44,0,128,102,0,0,0,0
1,842,19750915,703,148,155,16,20101231,1.01,1.77,76928,26078,48,50549,0,49987,53664,25500,0,18334,0,18334,0,0,0,17603,17603,0,3,2,0,44556,18334,12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
2,530,20050414,849,160,31,15,20101231,1.3,0.88,356214,206461,684,114546,0,139817,173973,14867,0,29976,0,29976,0,0,0,0,0,0,1,5,1,0,29976,30,30,0,0,0,30,0,0,0,2,0,1.07,0,28,2,0,0,0,0
2,752,19741119,45,93,140,16,20101231,1.36,0.65,486558,73617,139,303108,0,361813,753424,192845,0,0,0,0,0,0,0,124903,124903,0,20,2,0,1768162,153750,145,130,15,0,0,72,73,0,0,7,0,1.8,0,72,38,27,8,0,0
1,139,20040304,878,89,114,15,20101231,1.77,1.59,2070276,27327,2006,1152284,0,1635678,1436335,405394,0,138000,0,138000,0,0,0,89687,89687,0,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
1,1033,19880603,442,224,93,20,20101231,1.18,1.88,972412,102658,571,735004,0,602780,321416,1,0,193613,2315,191298,0,0,0,140271,140271,0,1,6,2,175219,193613,160,43,0,117,0,0,160,0,0,8,0,1.67,0,57,99,4,0,0,0
2,1040,19890706,442,224,93,20,20101231,1.05,0.75,635974,58956,521,549813,0,321783,427032,1,0,157855,0,157855,0,2466,0,110478,110478,0,2,5,2,87120,160321,121,30,0,91,0,0,121,0,0,8,0,1.83,0,30,81,10,0,0,0
1,1167,20000301,886,507,146,13,20101231,1.19,1.23,1142977,108575,291,867073,0,1445316,1662389,484877,0,161304,0,161304,18662,0,0,0,0,0,5,12,2,0,179966,200,40,160,0,0,0,200,0,0,9,0,1.87,0,42,142,16,0,0,0
1,452,20040915,1092,507,146,22,20101231,2.23,2.36,232301,35223,2039,87352,0,1081752,468423,10171,0,103345,0,103345,0,0,0,0,0,0,5,3,0,0,103345,83,83,0,0,0,0,83,0,0,0,0,1.54,0,42,37,4,0,0,0
1,547,20070216,1092,507,146,21,20101231,1.2,1.4,256096,0,909,212244,0,741681,554680,26711,0,588060,588060,0,0,0,0,0,0,0,0,0,0,0,588060,73,73,0,0,0,0,73,0,0,0,0,1.75,0,18,55,0,0,0,0
1,456,20031117,860,507,146,22,20101231,1.8,4.81,429799,24130,6290,221926,0,1354819,326146,44724,0,144358,14362,129996,0,0,19016,128051,128051,0,5,3,2,73820,163374,150,116,0,34,0,0,150,0,0,18,0,1.78,0,65,59,20,6,0,0
1,457,20031117,860,507,146,22,20101231,1.53,5.82,208618,7322,3273,129362,0,793737,158541,22086,0,121264,15057,106207,0,14443,0,103406,103406,0,1,7,3,51239,135707,80,61,0,19,0,0,80,0,0,5,0,1.7,0,38,28,14,0,0,0
1,537,20050504,860,507,146,22,20101231,2.01,6.34,362127,11469,3629,172711,0,1338151,237659,26514,0,115526,0,115526,0,0,0,0,0,0,0,0,0,0,115526,92,71,0,21,0,0,92,0,0,12,0,2.7,0,0,36,48,8,0,0
1,539,20050504,860,507,146,21,20101231,2.15,4.92,316780,6740,2917,143025,0,1053386,242563,28574,0,108310,108310,0,0,0,0,0,0,0,0,0,0,0,108310,74,57,0,17,0,0,74,0,0,5,0,2.85,0,0,25,35,14,0,0
2,730,19730124,416,36,109,1,20101231,0.92,2.5,1097466,179086,3141,992351,0,1026733,684348,273488,0,273410,23827,249583,0,0,1493,251967,251967,0,29,3,0,1169150,273410,252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
1,355,20061222,145,122,50,13,20101231,1.72,3.11,2296336,64820,4569,1296965,0,2377234,1108099,342495,0,232172,42895,189277,7124,0,0,196351,189227,7124,1,11,6,144284,239296,320,319,0,1,0,0,320,0,0,26,0,1.13,0,280,40,0,0,0,0
2,814,19750415,844,122,16,16,20101231,1.63,0.79,760770,98772,1698,406161,0,603706,995571,233851,0,183277,17631,165646,13444,0,0,114444,101000,13444,1,7,2,30955,196721,122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
2,147,20040625,260,122,89,14,20100630,1.05,0.62,291587,37622,1673,240289,0,119990,222950,27934,0,41924,0,41924,0,0,0,0,0,0,7,2,0,0,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
2,447,20020627,883,122,50,22,20101231,1.1,0.87,1265876,20172,618,1132630,0,669785,869656,70265,32733,371101,53860,317241,14648,0,76828,323096,308448,14648,1,25,7,43272,462577,133,81,0,52,0,0,133,0,0,0,0,1.5,35,17,60,21,0,0,0
5,745,19740530,781,122,50,6,20101231,0.68,0.53,327460,211508,2079,168032,0,148927,372544,91845,0,133117,74528,58589,0,0,800,59760,59760,0,4,3,0,225204,133917,64,62,2,0,0,0,64,0,0,0,0,1.88,0,16,40,8,0,0,0
3,1150,20000106,259,26,125,21,20101231,0.65,4.74,458765,41903,2361,636109,0,758740,250599,90372,0,110000,110000,0,0,0,0,0,0,0,2,8,2,0,110000,97,39,0,58,0,0,97,0,0,5,0,2,0,5,87,5,0,0,0
1,953,19850612,289,229,15,20,20101231,1.48,3.71,502901,140198,629,245307,0,456299,122995,1,0,117550,4650,112900,0,0,0,79100,79100,0,1,4,2,203861,117550,103,36,0,66,1,36,67,0,0,6,0,1.6,0,41,62,0,0,0,0
1,156,20070405,492,122,26,14,20100630,1.53,1.33,436172,88148,2463,225927,0,201608,175482,24133,0,37250,0,37250,0,0,0,27100,27100,0,1,2,1,0,37250,50,50,0,0,0,50,0,0,0,4,0,0.84,8,42,0,0,0,0,0
5,938,19821027,88,83,75,14,20101231,0.88,0.67,394503,6867,1007,440045,0,118903,512118,333816,0,41188,1407,39781,0,0,0,28662,28662,0,1,3,1,169884,41188,49,49,0,0,0,49,0,0,0,6,0,1.12,0,43,6,0,0,0,0
1,1006,19890109,410,149,156,20,20101231,1.11,1.18,932320,124991,208,729915,0,326580,281138,4594,0,167040,3000,164040,0,0,0,149000,149000,0,13,3,0,1525035,167040,148,59,0,89,0,0,148,0,0,7,0,2.39,0,0,95,48,5,0,0
1,764,20000105,963,507,118,14,20101231,3.05,2.22,13552344,1803061,7885,3848715,0,9235503,4642157,484640,0,654288,101798,552490,0,7243,446064,552490,552490,0,22,3,7,593393,1107595,775,775,0,0,0,78,697,0,0,39,0,1.73,0,391,228,128,28,0,0
1,1161,19990831,70,320,138,13,20101231,1.26,4.74,633078,44613,3380,464663,0,810442,463767,292826,0,193000,0,193000,0,0,0,0,0,0,31,2,0,0,193000,190,128,62,0,0,0,190,0,0,3,0,1.97,0,48,100,42,0,0,0
1,1400,20080527,692,122,50,21,20101231,1.27,3.91,1096977,5299,813,857841,0,777382,291884,92972,0,126432,0,126432,0,0,0,0,0,0,0,0,0,0,126432,144,144,0,0,0,144,0,0,0,7,0,1.24,0,110,34,0,0,0,0
1,1402,20080527,692,122,50,22,20101231,1.29,3.4,597501,2852,443,460914,0,425945,155762,30443,0,75892,0,75892,0,0,0,0,0,0,0,0,0,0,75892,79,79,0,0,0,79,0,0,0,4,0,1.22,0,62,17,0,0,0,0
1,546,20060630,163,93,140,21,20101231,1.17,3,408731,0,1563,347810,0,826753,315656,40179,0,64653,481,64172,0,0,1446,64172,64172,0,21,2,0,429373,66099,60,36,24,0,0,0,60,0,0,0,0,2.15,0,9,33,18,0,0,0
1,838,19790827,511,138,8,14,20101231,1.19,5.83,1466232,132040,4771,1118140,0,2187389,644157,269102,0,181983,34792,147191,0,0,8071,143800,143800,0,8,5,3,510958,190054,194,194,0,0,0,117,77,0,0,12,0,1.45,0,128,50,10,6,0,0
1,164,20051103,1242,175,92,14,20100630,0.96,2.41,546577,141469,1792,421465,0,247781,153633,50973,0,65908,0,65908,0,0,0,0,0,0,1,7,2,0,65908,75,74,0,0,1,74,1,0,0,10,0,0.75,19,56,0,0,0,0,0
1,891,19801031,539,122,50,14,20101231,1.2,5.85,1003374,52719,1884,790022,0,573458,367282,269252,0,61244,2362,58882,0,0,0,42416,42416,0,1,4,2,56504,61244,65,65,0,0,0,65,0,0,0,7,0,1.35,0,42,23,0,0,0,0
1,256,20020509,1001,26,125,15,20101231,1.26,2.93,713610,20177,2267,547003,0,764902,319827,58329,0,94000,0,94000,0,0,0,0,0,0,5,5,1,0,94000,98,98,0,0,0,0,98,0,0,6,0,1.46,3,51,40,4,0,0,0
2,1002,19870622,231,73,137,19,20101231,1,0.97,934772,199254,1127,732158,0,296622,304341,1,0,241555,14290,227265,0,0,0,170264,170264,0,1,11,2,28706,241555,176,46,0,130,0,0,176,0,0,9,0,1.55,0,79,97,0,0,0,0
1,694,19730306,516,149,156,4,20101231,1.26,1.29,4359648,815795,2833,2799996,0,1013542,1488808,703050,0,504000,19000,485000,2000,0,0,374500,372500,2000,3,14,6,0,506000,465,377,0,88,0,173,292,0,0,27,0,1.6,0,184,281,0,0,0,0
1,257,20020628,1017,149,156,21,20101231,1.35,4.37,950037,47273,449,666463,0,826996,253979,64695,0,148425,18127,130298,0,21624,7480,119329,119329,0,2,4,0,8199,177529,151,151,0,0,0,0,151,0,0,0,0,1.64,7,47,91,6,0,0,0
1,260,20020201,198,319,65,13,20101231,1.49,2.32,3383616,431890,2376,1974504,0,1131977,1132975,646009,0,240000,0,240000,0,0,0,0,0,0,2,12,4,0,240000,334,332,0,2,0,0,334,0,0,0,0,1.72,0,142,144,48,0,0,0
1,545,20060925,1086,149,33,22,20101231,1.8,7.56,199540,0,816,110307,0,362963,63174,15193,0,37878,0,37878,0,0,0,28930,28930,0,1,4,1,82214,37878,35,35,0,0,0,0,35,0,0,4,0,1.83,0,10,21,4,0,0,0
1,1096,19971201,1002,494,147,13,20101231,1.33,9.93,1011098,339367,6520,501791,0,2270500,365755,137061,0,18000,0,18000,1000,0,0,0,0,0,17,3,0,0,19000,227,227,0,0,0,0,227,0,0,11,0,1.88,0,92,87,32,16,0,0
1,675,19730911,907,64,135,16,20101231,1.35,1.6,405086,120656,1755,208976,0,405766,364880,111848,0,98302,4044,94258,1260,0,0,68609,67349,1260,2,4,0,51152,99562,97,37,60,0,0,0,97,0,0,0,0,1.6,8,29,54,6,0,0,0
3,865,19840925,730,229,77,20,20101231,0.99,0.96,666259,36397,64,638082,0,131623,516142,379444,0,93598,14464,79134,0,0,3732,75196,75196,0,3,6,2,435600,97330,100,25,0,75,0,0,100,0,0,5,0,1.41,0,68,23,9,0,0,0
1,920,19811030,512,148,111,15,20101220,1.4,1.53,126979,0,264,90773,0,95189,141867,79645,0,19100,567,18533,0,0,0,12522,12522,0,1,2,0,76169,19100,18,18,0,0,0,18,0,0,0,1,0,1.33,0,12,6,0,0,0,0
1,656,19710916,1087,148,155,15,20101231,2.22,16.99,423015,53780,1437,165343,0,1094790,196652,132205,0,109884,10915,98969,6883,0,0,93385,86502,6883,1,4,0,40811,116767,57,57,0,0,0,0,57,0,0,0,0,3.12,0,3,5,31,18,0,0
1,669,19710520,1064,494,147,15,20101231,1.64,2.95,233367,54824,445,108718,0,164814,132285,64614,11860,38896,4291,34605,0,0,2118,39600,39600,0,16,3,0,31197,41014,45,45,0,0,0,0,45,0,0,0,0,2.51,0,2,18,25,0,0,0
2,660,19710720,1279,149,156,10,20101231,1.1,0.68,526609,151533,566,341494,0,132127,428444,234325,0,180689,0,180689,0,0,0,165000,165000,0,10,3,0,435600,180689,134,34,0,100,0,0,134,0,0,0,0,2.27,0,0,98,36,0,0,0
1,744,19740710,353,149,156,16,20101231,1.12,1.3,431866,71051,851,322262,0,261657,390892,189037,0,176251,2400,173851,1600,0,0,123200,121600,1600,10,3,1,130359,177851,148,37,111,0,0,0,148,0,0,0,0,1.74,19,43,56,18,12,0,0
1,756,19740829,213,160,99,16,20101231,1.07,1.38,437685,73820,1051,338118,0,145746,299112,193128,0,124132,0,124132,0,0,0,119906,119906,0,13,2,0,0,124132,98,20,51,27,0,0,98,0,0,0,0,2.41,0,8,50,32,8,0,0
1,905,19820420,85,148,111,15,20101220,1.15,3.09,940871,14714,803,808088,0,519556,771493,603485,0,164848,1864,162984,0,0,0,162984,162984,0,26,2,0,122023,164848,150,150,0,0,0,0,150,0,0,0,0,2,0,15,120,15,0,0,0
1,776,19740703,817,148,155,15,20101231,1.15,3.73,1310152,39928,801,1105136,0,583623,304842,148312,0,89527,26690,62837,0,0,0,90800,90800,0,3,5,1,26786,89527,136,120,0,16,0,16,120,0,0,0,0,1.15,14,91,27,4,0,0,0
1,788,19741204,60,319,65,16,20101231,1.49,3.37,340606,99715,763,160843,0,243938,161724,89349,0,59642,6454,53188,0,0,550,54096,54096,0,6,2,0,368887,60192,61,0,60,0,1,0,61,0,0,0,0,1.92,0,24,22,11,4,0,0
1,1068,19931022,885,175,10,14,20101231,1.28,1.72,624398,24642,1877,466776,0,327377,331295,140428,0,106161,0,106161,3476,0,0,87515,84740,2775,1,10,2,0,109637,88,60,0,28,0,0,88,0,0,5,0,2.42,0,14,32,33,9,0,0
1,765,19740605,728,148,155,16,20101231,1.34,5.37,536581,189209,105,259082,0,651488,270849,149627,0,81420,9509,71911,0,0,2354,71816,71816,0,3,3,0,609840,83774,90,23,67,0,0,13,77,0,0,4,0,1.64,0,54,20,10,6,0,0
1,900,19791115,192,97,67,14,20101231,1.3,7.84,2953117,121068,6528,2165199,0,2054412,660659,398477,0,0,0,0,0,0,0,133577,133577,0,1,8,4,158956,201342,202,202,0,0,0,202,0,0,0,20,10,1.12,0,178,24,0,0,0,0
1,923,19821013,600,148,111,14,20101220,1.42,2.71,484671,8092,156,335727,0,564195,441314,233280,0,46796,0,46796,0,0,0,30852,30852,0,4,2,0,351094,46796,50,50,0,0,0,0,50,0,0,4,0,1.96,0,18,16,16,0,0,0
2,740,19731205,1275,507,146,17,20101231,1.02,0.83,971164,181411,866,730864,39698,421146,883527,376624,0,213085,31461,181624,0,0,0,178908,178908,0,38,4,0,9460360,213085,215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
1,976,19860224,1196,79,32,20,20101231,1.46,1.15,699016,181773,1262,353844,0,338098,361846,10000,56851,131265,7893,123372,14756,0,0,98388,85280,13108,5,8,2,44668,146021,108,27,0,81,0,0,108,0,0,6,0,1.79,0,23,85,0,0,0,0
1,927,19821115,880,148,29,15,20101231,1.52,4.41,406929,30130,1176,246612,0,819557,235691,49754,0,31224,84,31140,0,0,0,22251,22251,0,1,6,1,7204,31224,39,39,0,0,0,0,39,0,0,2,2,1.49,0,22,15,2,0,0,0
1,880,19800528,355,229,15,14,20101231,1.47,3.61,982434,85158,75,609850,0,511034,396737,255217,0,0,0,0,0,0,0,109340,109340,0,28,2,0,2613600,119720,156,156,0,0,0,88,68,0,0,9,0,1.5,0,88,58,10,0,0,0
1,899,19791107,257,161,104,14,20101231,1.24,2.1,1322124,118,5352,1059648,0,1816099,1758189,894941,0,162642,2900,159742,0,0,0,117180,117180,0,2,6,4,396311,162642,160,160,0,0,0,160,0,0,0,21,0,1.19,0,130,30,0,0,0,0
5,1050,19900710,924,149,4,20,20101231,0.77,0.19,802074,212380,780,763671,0,837063,13169584,7582762,1127000,87368,253,87115,3700,3000,0,75734,72034,3700,2,4,0,54561,94068,74,37,12,25,0,0,74,0,0,3,0,2.05,0,10,50,14,0,0,0
1,766,19731205,847,148,48,16,20101231,1.57,5.19,167299,35559,199,83936,0,195440,81073,43400,0,22070,4219,17851,1200,0,0,18551,17351,1200,1,5,1,8612,23270,31,9,22,0,0,0,31,0,0,0,0,0.94,14,9,4,4,0,0,0
2,1057,19890908,635,83,122,20,20101231,1.07,0.92,1254269,92877,1325,1081049,0,444274,483189,1,0,247019,0,247019,0,0,0,228432,228432,0,28,2,0,0,247019,286,213,73,0,0,0,286,0,0,0,0,2.41,0,0,170,116,0,0,0
1,708,19720713,171,149,156,10,20101231,1.2,1.23,1265663,156855,1440,921714,0,823896,1145183,475947,0,281000,0,281000,0,0,0,215075,215075,0,2,12,4,0,281000,250,100,150,0,0,0,250,0,0,0,0,2.07,0,41,150,59,0,0,0
1,182,20030702,500,7,105,14,20101231,1.09,3.7,330822,0,1963,301828,0,264760,127368,55740,0,60000,0,60000,0,0,0,0,0,0,1,3,1,0,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
1,834,19780321,391,257,124,14,20101231,1.13,1.65,1103300,81058,868,907676,0,300720,635356,453320,0,0,0,0,0,0,0,173380,173380,0,31,2,0,2112660,205173,200,200,0,0,0,112,88,0,0,20,0,1.64,0,112,56,23,9,0,0
2,1046,19900302,489,93,140,20,20101231,1.12,0.94,330552,49097,505,250762,0,109158,125222,9081,0,57860,960,56900,0,0,0,53587,53587,0,10,2,0,392040,57860,60,22,15,23,0,0,60,0,0,3,0,2,0,12,36,12,0,0,0
4,454,20021210,752,229,15,10,20101231,0.73,0.6,550456,156683,263,539314,0,208658,569160,223577,0,145908,0,145908,0,0,0,154812,154812,0,19,3,0,332731,145908,168,46,0,122,0,0,168,0,0,3,0,2.18,0,0,138,30,0,0,0
1,742,19730411,285,89,114,17,20101231,1.18,1.02,557573,113593,1130,373928,0,351446,499574,153560,0,141066,19043,122023,0,0,3407,117810,117810,0,12,2,0,518364,144473,114,34,80,0,0,0,114,0,0,2,0,1.95,0,36,54,18,6,0,0
1,453,20021210,752,229,15,10,20101231,1.01,1.27,494270,142563,217,348457,0,182566,296211,152015,0,109642,3742,105900,0,0,4682,105900,105900,0,12,3,0,158068,114324,120,26,0,94,0,0,120,0,0,1,0,2.05,0,0,114,6,0,0,0
