rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
719,3/14/1973,32,295,24,SEC236,12/31/1997,A,1.22,3.6,378457,125350,11400,197485,0,295129,122285,40301,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/1998,A,1.8,2.79,408152,44494,8755,197485,0,266405,139073,43643,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/1999,A,1.12,2.9,276455,50028,5008,197477,0,277782,143197,47257,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2000,A,1.07,2.99,341111,121714,7987,197485,0,301096,152002,51172,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2001,A,1.01,2.61,360815,157413,3848,197485,0,230020,141991,53882,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2002,A,1.15,2.63,376900,149006,858,197485,0,276698,163410,58158,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2003,A,1.51,3.79,434889,136015,556,197485,0,298416,216458,62776,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2004,C,0.58,1.97,267189,153055,480,197485,0,249401,269257,67757,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2005,C,0.82,1.82,254387,89325,2265,197485,0,229231,273803,73135,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2006,A,1.08,1.89,370489,152976,4317,197485,0,275599,299597,78940,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2007,A,1.12,2.02,366861,140162,5274,197485,0,309116,312912,85205,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2008,A,0.95,1.88,303856,114168,2534,197485,0,297050,325182,91968,75000,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2009,A,0.72,1.43,257876,114451,493,197485,0,241145,268181,99968,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
719,3/14/1973,32,295,24,SEC236,12/31/2010,F,0.78,0.98,353004,198417,218,197485,0,192356,302490,107147,0,105740,0,105740,0,0,0,98444,98444,0,21,3,0,585446,105740,112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
720,2/8/1972,988,223,82,SEC236,12/31/1995,A,1.29,2.33,484513,31827,17514,336893,0,226588,141947,44768,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/1996,A,0.99,1.63,355522,0,22734,336893,0,289386,226335,48954,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/1997,F,0.75,0.87,280591,0,28445,336918,0,198319,281224,53523,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/1998,D,0.91,0.72,338511,6300,25899,336894,0,229602,375823,58519,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/1999,A,1.5,1.17,576022,41994,29331,336897,0,172502,211804,63990,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2000,F,0.74,0.41,443746,160821,34251,336899,0,97942,310473,69965,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2001,B,1.06,0.4,613529,233187,22113,336899,0,84686,286889,76500,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2002,B,1.06,0.45,652021,288550,8032,336898,0,105149,317285,83648,1470,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2003,B,1.45,0.71,564786,73140,3845,336899,0,129567,274480,91465,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2004,D,0.62,0.49,302948,90774,3495,336899,0,152610,414563,100015,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2005,B,1.09,0.47,505337,133254,3297,336899,0,147309,416397,104849,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2006,B,1.01,0.65,391955,45585,4649,336899,0,219331,438076,102811,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2007,B,1.47,0.84,616646,114815,7410,336899,0,371598,545752,103971,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2008,A,1.85,2.87,732085,104626,4439,336899,0,332919,221247,105256,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2009,A,1.9,4.74,787449,143860,1951,336899,0,569177,276449,156412,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
720,2/8/1972,988,223,82,SEC236,12/31/2010,A,1.68,4.98,790961,225770,739,336898,0,534857,288849,181425,0,162537,17824,144713,0,30503,0,132505,132505,0,12,4,1,84240,193040,149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
721,11/21/1973,695,26,125,236DEC,12/31/1995,A,1.38,4.26,669904,112400,18776,390994,0,337409,147109,67925,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/1996,A,1.15,4.5,537765,48324,14625,411998,0,256978,137502,80439,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/1997,A,1.1,4.41,471063,0,17883,411998,0,164092,126170,88951,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/1998,A,1.62,5.09,706469,127199,19436,345473,0,157163,127422,96528,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/1999,A,1.43,22.71,628785,23371,18010,410376,0,394178,122117,104758,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2000,A,1.64,20.9,746878,49461,23423,411998,0,602442,3435977,3407147,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2001,A,1.33,3.1,1195716,0,78221,837205,0,627306,341580,139249,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2002,A,1.36,6.26,1201055,40162,18694,838295,0,818868,281827,151094,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2003,A,1.5,7.03,1545708,285231,8423,834669,0,852629,279093,157781,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2004,A,1.27,4.85,1143691,65844,9790,838295,0,523705,284525,176464,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2005,D,0.99,0.35,1225802,391536,7609,838295,0,118486,521631,183287,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2006,B,1.03,0.46,965827,88117,12449,838295,0,167524,567015,200107,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2007,A,1.33,1.04,1305240,167623,19964,838295,0,593909,786507,216631,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2008,A,1.3,5.18,1399263,293263,14062,838295,0,794997,387959,234534,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2009,A,1.37,6.34,1295254,140392,5503,838295,0,808608,381450,253936,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
721,11/21/1973,695,26,125,236DEC,12/31/2010,A,1.53,6.44,1364083,82728,2935,838295,0,925304,418606,274959,0,109030,13150,95880,0,0,12000,106812,106812,0,1,12,2,74048,109030,164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
722,1/4/1973,144,36,109,236DEC,12/31/1995,A,1.08,1.22,719911,70931,56300,548366,0,265591,325101,106902,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/1996,D,0.84,0.86,575782,54163,58836,548365,0,290775,451732,114689,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/1997,A,1.07,1.06,795179,147396,59103,549465,0,332261,437214,123046,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/1998,A,1.1,1.27,727081,75854,49962,548365,0,326677,388117,131835,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/1999,C,0.91,1.25,728513,174902,53580,548366,0,479096,524038,141669,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2000,A,1.04,1.05,968070,347269,50184,548365,0,444010,573924,152021,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2001,D,0.9,1,978730,459589,25919,548365,0,420284,583827,163121,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2002,D,0.91,0.86,638283,128269,11441,548367,0,365053,601534,175562,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2003,F,0.86,0.86,721871,244097,8525,548366,0,432022,689466,187877,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2004,D,0.9,0.94,737396,234246,7603,548366,0,514037,744741,197081,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2005,F,0.85,0.66,761477,287896,6823,548366,0,448158,892095,216441,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2006,F,0.81,0.51,767007,317089,6885,549195,0,351986,926259,232358,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2007,C,-0.08,2.58,90156,129905,4963,548366,0,1068000,687556,272965,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2008,C,0.44,3.12,254017,0,14654,548367,0,1113136,651758,295189,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
722,1/4/1973,144,36,109,236DEC,12/31/2009,F,0.53,0.19,298263,0,5059,558366,0,805486,4476881,325144,0,244406,0,244406,0,0,0,224188,224188,0,24,3,0,0,244406,173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
723,5/9/1972,383,122,50,SEC236,12/31/1995,A,1,1.12,625896,113424,9478,502565,0,235966,281654,70187,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/1996,A,1.03,1.03,631309,104054,8568,502565,0,304557,373650,76577,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/1997,C,0.95,0.95,569258,81393,9474,502565,0,237359,338850,88618,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/1998,A,1.76,3.51,1008965,118901,7344,502566,0,461233,228605,97376,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/1999,A,0.96,2.53,640241,147768,8278,502565,0,555409,4294263,4074723,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2000,F,0.71,0.82,574843,210417,9089,502565,0,1162745,1542635,118320,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2001,A,1.29,2,706486,52815,5448,502565,0,636139,451022,133355,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2002,A,1.22,2.4,810913,68797,6642,604171,0,524120,367548,142905,6244,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2003,A,1.11,2.15,774465,91979,7120,605998,0,466241,382124,159068,6427,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2004,A,1.15,2.49,836296,131422,7932,605998,0,462865,365804,173491,6615,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2005,A,1.17,2.32,821832,102461,8850,605998,0,448271,385291,189222,2814,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2006,B,0.97,1.25,705511,99438,18681,605998,0,772701,819054,202216,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2007,A,1.13,1.83,849706,148057,18086,605998,0,504659,496060,220552,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2008,A,1.1,2.29,926771,252143,10353,605998,0,482122,451102,240551,0,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2009,A,1.08,2.27,870491,213119,3252,605999,0,429585,456434,262365,4440,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
723,5/9/1972,383,122,50,SEC236,12/31/2010,A,1.13,2.08,945279,258125,1266,605999,0,448185,505793,286156,4429,277800,0,277800,0,0,0,266650,266650,0,12,3,0,688248,277800,250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1995,B,1,0.82,469704,28891,32310,343989,64070,303391,462907,50282,41761,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1996,B,1.04,0.96,498999,36430,37413,343989,64070,471890,589592,54913,44685,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1997,A,1.04,1.19,512130,45145,44313,343989,64070,641717,646809,59971,47813,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1998,A,1.13,1.44,570952,68546,41205,343988,64069,793741,668701,65495,51160,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1999,A,1.07,1.75,551106,106843,44142,343989,29653,979428,686975,71528,54741,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2000,A,1.5,1.62,707173,50658,47238,341599,64069,718870,580428,78116,58573,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2001,A,1.42,1.23,618389,12474,26360,343989,64070,442082,463786,85312,19959,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2002,B,1.14,0.82,443984,39959,12338,343989,0,293735,449694,93270,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2003,B,1.23,0.84,466395,33993,7731,343989,0,171810,305352,101752,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2004,F,0.82,0.71,374495,86832,4914,343989,0,159561,336491,111124,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2005,F,0.55,0.44,325113,132249,4318,343989,0,201696,575142,121352,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2006,F,0.85,0.35,465804,168731,4288,343989,0,136713,523353,132538,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2007,F,0.73,0.32,349228,96571,3254,343989,0,155896,637492,144746,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2008,D,0.98,0.33,411113,72568,1846,343954,0,146844,599830,158079,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2009,B,1.26,0.4,501560,67963,877,343989,0,154698,563805,172639,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2010,B,1.12,0.67,533703,146512,334,343989,0,282517,611261,188541,0,105480,0,105480,0,0,0,80475,80475,0,1,12,2,0,105480,145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1995,B,1.06,0.61,505517,80201,14292,386988,0,59652,166457,68518,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1996,D,0.85,0.77,378598,35630,12709,386988,0,115440,223159,73374,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1997,C,0.97,0.69,444122,56288,11160,386988,0,103284,227408,78784,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1998,B,1.04,0.67,594127,185621,6778,386987,0,143365,298277,84597,0,112688,19944,92744,0,0,0,102008,87384,14624,1,10,2,44785,112688,108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
