rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
85,6/28/2007,170,36,109,S8LMSA,12/31/2009,A,1.3,4.4,1604388,53248,5049,1188288,0,1838137,552044,134605,0,191538,,191538,,,,124176,124176,,4,,5,,191538,321,321,0,0,0,220,101,0,0,0,0,0.19,260,61,0,0,0,0,0
85,6/28/2007,170,36,109,S8LMSA,12/31/2010,A,1.75,5.12,2250225,164453,3283,1189124,0,2023584,537165,142127,0,191538,,191538,,,,124176,124176,,4,,5,,191538,321,321,0,0,0,220,101,0,0,0,0,0.19,260,61,0,0,0,0,0
87,9/18/2006,1118,451,117,S8NCON,12/31/2006,A,-1.5,2.68,-412884,6960,22238,295283,0,635471,263652,26791,0,75648,,75648,,,,48100,48100,,1,,2,,75648,76,75,0,0,1,75,1,0,0,8,0,1.09,0,69,7,0,0,0,0
87,9/18/2006,1118,451,117,S8NCON,12/31/2007,A,1.26,2.2,476961,11077,50760,328989,0,657388,327312,28514,0,75648,,75648,,,,48100,48100,,1,,2,,75648,76,75,0,0,1,75,1,0,0,8,0,1.09,0,69,7,0,0,0,0
87,9/18/2006,1118,451,117,S8NCON,12/31/2008,A,1.11,2.49,394275,0,29171,328989,0,697859,310218,30348,0,75648,,75648,,,,48100,48100,,1,,2,,75648,76,75,0,0,1,75,1,0,0,8,0,1.09,0,69,7,0,0,0,0
87,9/18/2006,1118,451,117,S8NCON,12/31/2009,A,1.25,1.86,1063883,639717,11792,328989,0,411251,253621,32300,0,75648,,75648,,,,48100,48100,,1,,2,,75648,76,75,0,0,1,75,1,0,0,8,0,1.09,0,69,7,0,0,0,0
87,9/18/2006,1118,451,117,S8NCON,12/31/2010,A,5.58,1.46,1990472,338147,1953,296015,0,711112,520348,34378,0,75648,,75648,,,,48100,48100,,1,,2,,75648,76,75,0,0,1,75,1,0,0,8,0,1.09,0,69,7,0,0,0,0
93,5/24/2005,1156,366,34,S8NCON,6/30/2006,A,3.45,2.72,1277370,0,23498,363303,0,360431,176716,44372,0,54405,,54405,,,,0,,,1,7,2,,54405,107,106,0,1,0,106,1,0,0,11,0,0.75,27,80,0,0,0,0,0
93,5/24/2005,1156,366,34,S8NCON,6/30/2007,C,0.85,2.94,454731,113513,16720,380195,0,300232,148791,46838,0,54405,,54405,,,,0,,,1,7,2,,54405,107,106,0,1,0,106,1,0,0,11,0,0.75,27,80,0,0,0,0,0
93,5/24/2005,1156,366,34,S8NCON,6/30/2008,A,1.1,3.77,430615,0,14037,380195,0,405599,157012,49440,0,54405,,54405,,,,0,,,1,7,2,,54405,107,106,0,1,0,106,1,0,0,11,0,0.75,27,80,0,0,0,0,0
93,5/24/2005,1156,366,34,S8NCON,6/30/2009,A,1.19,1.86,487871,30651,7662,379370,0,304820,216155,52188,0,54405,,54405,,,,0,,,1,7,2,,54405,107,106,0,1,0,106,1,0,0,11,0,0.75,27,80,0,0,0,0,0
93,5/24/2005,1156,366,34,S8NCON,6/30/2010,A,1.22,1.89,471373,6278,2624,378963,0,408163,271611,55088,0,54405,,54405,,,,0,,,1,7,2,,54405,107,106,0,1,0,106,1,0,0,11,0,0.75,27,80,0,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2004,A,1.43,2.66,498170,114715,9271,262196,0,489839,205801,21378,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2005,A,1.59,1.32,948568,526186,13265,257873,0,301374,251226,22701,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2006,A,1.17,1.91,449043,155323,9819,241869,0,243560,151588,24152,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2007,A,1.32,1.73,460198,111286,8610,258050,0,251148,170696,25695,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2008,A,1.31,1.57,417897,76150,4199,258050,0,244357,183069,27337,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2009,A,1.29,1.58,395012,60020,1642,258050,0,232397,176366,29084,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
103,6/30/2004,738,83,66,S8NCON,12/31/2010,A,1.26,1.52,398326,72250,1806,258050,0,224908,178776,30942,0,232337,,232337,,,,0,,,7,2,0,,232337,60,60,0,0,0,60,0,0,0,6,0,1.05,0,57,3,0,0,0,0
105,11/24/2010,151,57,103,S8LMSA,12/31/2008,D,0.64,0,178309,0,0,279293,0,0,0,0,0,132960,132960,,,,,102640,102640,,2,6,4,,132960,144,88,51,4,1,0,144,0,0,0,0,1.72,2,48,82,12,0,0,0
105,11/24/2010,151,57,103,S8LMSA,12/31/2010,A,19.13,14.87,110725,0,401,5767,0,1221337,82109,1,0,132960,132960,,,,,102640,102640,,2,6,4,,132960,144,88,51,4,1,0,144,0,0,0,0,1.72,2,48,82,12,0,0,0
127,10/6/2009,258,160,79,S8NCON,12/31/2010,A,3.91,2.68,775205,34904,2420,188698,0,367854,156865,19800,0,,,,,,,,,,,,,,,40,40,0,0,0,40,0,0,0,3,0,0.75,10,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2003,D,0,0,-148521,0,0,0,0,0,0,0,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2004,A,1.24,2.88,189872,3959,5187,146187,0,143921,77290,27321,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2005,A,1.19,3.38,189140,12582,2234,146205,0,169531,78998,28906,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2006,A,1.2,3.01,210506,19957,3284,155831,0,171147,87367,30584,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2007,A,1.02,1.84,213397,48281,8236,154298,0,127480,101636,32359,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2008,C,0.85,1.32,167222,33505,2313,154298,0,99956,110201,34237,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2009,A,1,1.32,170344,16003,538,154298,0,90492,104594,36225,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
135,12/19/2003,651,122,50,S8LMSA,12/31/2010,A,1.13,1.64,193012,18841,224,154299,0,109015,104896,38328,0,29900,,29900,,,,0,,,1,5,1,,29900,34,3,31,0,0,0,34,0,0,1,0,0.88,4,30,0,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2004,A,1.5,2.13,1418642,0,34466,921162,0,1231061,865931,287789,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2005,A,1.87,2.65,2131200,45996,21070,1106330,0,1545286,887504,304707,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2006,A,1.38,1.91,1937530,53766,18038,1347978,0,1585240,1154026,322619,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2007,A,1.57,1.72,1931716,83675,24137,1160190,0,1496291,1213252,341585,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2008,A,1.7,1.6,2057977,110904,15463,1138975,0,1665873,1404436,361667,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2009,A,1.73,1.25,2190347,194043,5296,1153848,0,1388139,1496693,382930,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
139,3/4/2004,878,89,114,S8SUBR,12/31/2010,A,1.77,1.59,2070276,27327,2006,1152284,0,1635678,1436335,405394,0,138000,,138000,,,,89687,89687,,1,8,2,16478,138000,127,126,0,0,1,127,0,0,0,13,0,0.99,9,110,8,0,0,0,0
147,6/25/2004,260,122,89,S8NCON,10/31/2005,C,0.92,1,245521,28671,9358,225331,0,79988,100763,20922,0,41924,,41924,,,,0,,,7,2,0,,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
147,6/25/2004,260,122,89,S8NCON,6/30/2006,B,1.06,0.55,242516,74376,8710,150221,0,47885,108586,21804,0,41924,,41924,,,,0,,,7,2,0,,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
147,6/25/2004,260,122,89,S8NCON,6/30/2007,F,0.73,0.39,277263,98412,14611,225331,0,48346,148016,23197,0,41924,,41924,,,,0,,,7,2,0,,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
147,6/25/2004,260,122,89,S8NCON,6/30/2008,F,0.81,0.37,246868,36490,15428,240289,0,69317,212227,24679,0,41924,,41924,,,,0,,,7,2,0,,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
147,6/25/2004,260,122,89,S8NCON,6/30/2009,B,1.14,0.66,483632,203303,6108,240289,0,169942,283833,26256,0,41924,,41924,,,,0,,,7,2,0,,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
147,6/25/2004,260,122,89,S8NCON,6/30/2010,B,1.05,0.62,291587,37622,1673,240289,0,119990,222950,27934,0,41924,,41924,,,,0,,,7,2,0,,41924,60,60,0,0,0,60,0,0,0,0,0,1,0,60,0,0,0,0,0
156,4/5/2007,492,122,26,S8NCON,6/30/2008,A,1.31,1.5,371703,42936,31786,227184,0,399710,287783,21411,0,37250,,37250,,,,27100,27100,,1,2,1,,37250,50,50,0,0,0,50,0,0,0,4,0,0.84,8,42,0,0,0,0,0
156,4/5/2007,492,122,26,S8NCON,6/30/2009,A,1.24,3.76,457601,167844,9876,225806,0,210225,78641,22731,0,37250,,37250,,,,27100,27100,,1,2,1,,37250,50,50,0,0,0,50,0,0,0,4,0,0.84,8,42,0,0,0,0,0
156,4/5/2007,492,122,26,S8NCON,6/30/2010,A,1.53,1.33,436172,88148,2463,225927,0,201608,175482,24133,0,37250,,37250,,,,27100,27100,,1,2,1,,37250,50,50,0,0,0,50,0,0,0,4,0,0.84,8,42,0,0,0,0,0
164,11/3/2005,1242,175,92,S8NCON,6/30/2007,A,1.48,2.72,979322,328390,27042,422212,0,390414,186033,42735,0,65908,,65908,,,,0,,,1,7,2,,65908,75,74,0,0,1,74,1,0,0,10,0,0.75,19,56,0,0,0,0,0
164,11/3/2005,1242,175,92,S8NCON,6/30/2008,A,1.21,3.73,591081,56591,21815,422443,0,320514,131161,45321,0,65908,,65908,,,,0,,,1,7,2,,65908,75,74,0,0,1,74,1,0,0,10,0,0.75,19,56,0,0,0,0,0
164,11/3/2005,1242,175,92,S8NCON,6/30/2009,A,1.04,1.45,669618,221667,9739,421744,0,277944,240121,48064,0,65908,,65908,,,,0,,,1,7,2,,65908,75,74,0,0,1,74,1,0,0,10,0,0.75,19,56,0,0,0,0,0
164,11/3/2005,1242,175,92,S8NCON,6/30/2010,A,0.96,2.41,546577,141469,1792,421465,0,247781,153633,50973,0,65908,,65908,,,,0,,,1,7,2,,65908,75,74,0,0,1,74,1,0,0,10,0,0.75,19,56,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2004,A,0.91,11.31,307081,0,31831,303380,0,1173025,144895,41220,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2005,C,0.82,14.45,275430,4229,21879,303380,0,681173,90499,43346,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2006,A,1.01,4.49,339797,15316,20120,302840,0,433961,142167,45582,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2007,A,1.03,4.73,395027,66797,18761,301760,0,391733,130726,47933,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2008,A,1.33,4.05,428440,13392,11686,302299,0,354824,138094,50406,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2009,A,0.9,3.74,277677,0,4640,302069,0,296724,134195,54905,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
182,7/2/2003,500,7,105,S8NCON,12/31/2010,A,1.09,3.7,330822,0,1963,301828,0,264760,127368,55740,0,60000,,60000,,,,,,,1,3,1,,60000,74,73,0,0,1,73,1,0,0,9,0,0.96,3,71,0,0,0,0,0
197,4/2/2004,466,122,116,S8SUBR,6/30/2005,A,1.39,8.51,487733,71120,31662,277820,0,858806,132630,31746,0,45000,45000,,,,,36600,36600,,1,3,1,,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
197,4/2/2004,466,122,116,S8SUBR,6/30/2006,A,1.06,12.73,354685,19700,40398,277453,0,885939,103095,33526,0,45000,45000,,,,,36600,36600,,1,3,1,,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
197,4/2/2004,466,122,116,S8SUBR,6/30/2007,A,1.18,11.02,413329,36546,50463,277297,0,925514,119204,35207,0,45000,45000,,,,,36600,36600,,1,3,1,,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
197,4/2/2004,466,122,116,S8SUBR,6/30/2008,A,1.28,8.52,444665,28486,60457,277133,0,1015511,156552,37393,0,45000,45000,,,,,36600,36600,,1,3,1,,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
197,4/2/2004,466,122,116,S8SUBR,6/30/2009,A,1.45,5.88,462427,30200,31457,276939,0,1114572,228972,39490,0,45000,45000,,,,,36600,36600,,1,3,1,,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
197,4/2/2004,466,122,116,S8SUBR,6/30/2010,A,1.35,7.08,416833,30963,10950,277413,0,1230884,215548,41705,0,45000,45000,,,,,36600,36600,,1,3,1,,45000,61,60,0,1,0,60,1,0,0,0,0,1,0,61,0,0,0,0,0
198,5/11/2005,1107,451,117,S8SUBR,6/30/2006,B,1.09,0.63,524445,148440,36682,311795,0,162986,294039,35337,0,80000,,80000,,,,,,,1,4,2,,80000,84,83,0,0,1,83,1,0,0,4,0,0.58,36,47,1,0,0,0,0
198,5/11/2005,1107,451,117,S8SUBR,6/30/2007,C,0.89,1.3,897426,581764,39610,311462,0,187000,181431,37335,0,80000,,80000,,,,,,,1,4,2,,80000,84,83,0,0,1,83,1,0,0,4,0,0.58,36,47,1,0,0,0,0
198,5/11/2005,1107,451,117,S8SUBR,6/30/2008,D,0.95,0.8,381563,51632,33656,311795,0,93804,156536,39444,0,80000,,80000,,,,,,,1,4,2,,80000,84,83,0,0,1,83,1,0,0,4,0,0.58,36,47,1,0,0,0,0
198,5/11/2005,1107,451,117,S8SUBR,6/30/2009,A,1.08,1.69,452486,98325,16401,313255,0,140420,124730,41673,0,80000,,80000,,,,,,,1,4,2,,80000,84,83,0,0,1,83,1,0,0,4,0,0.58,36,47,1,0,0,0,0
198,5/11/2005,1107,451,117,S8SUBR,6/30/2010,A,1.18,2.01,408222,35872,5107,310974,0,154826,121080,44028,0,80000,,80000,,,,,,,1,4,2,,80000,84,83,0,0,1,83,1,0,0,4,0,0.58,36,47,1,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2003,A,1.33,2.2,2345739,35888,66884,1688077,0,1676341,1169488,409166,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2004,A,1.32,2.76,2436482,84870,7376,1773353,0,1532290,987020,432204,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2005,A,1.28,1.81,2388304,114945,6649,1773248,0,1307635,1180937,456540,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2006,A,1.31,1.35,2438868,99138,11438,1775229,0,1176237,1353548,482247,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2007,B,1.27,0.76,2468834,195983,27050,1768817,0,756728,1506468,509402,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2008,B,1.26,0.74,2352782,113283,9509,1767534,0,904865,1769093,538086,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2009,B,1.3,0.7,2424620,115111,3907,1767533,0,983114,1976788,568386,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
201,1/8/2003,1245,89,114,S8NCON,12/31/2010,B,1.41,0.83,2580090,93624,1775,1768225,0,1094200,1915199,600392,0,259495,,259495,,,,,,,2,9,4,,259495,302,300,0,0,2,300,2,0,0,36,0,1.22,0,235,67,0,0,0,0
204,4/29/2004,28,148,123,S8NCON,12/31/2005,A,1.16,5.95,228014,17902,6294,175840,0,142665,40642,16670,0,4983,2395,2588,,,,,,,1,3,1,,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
204,4/29/2004,28,148,123,S8NCON,12/31/2006,A,1.23,1.93,263720,29619,10158,182675,0,197621,121645,19195,0,4983,2395,2588,,,,,,,1,3,1,,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
204,4/29/2004,28,148,123,S8NCON,12/31/2007,B,1.57,0.65,303063,4248,11334,182609,0,82023,144769,19195,0,4983,2395,2588,,,,,,,1,3,1,,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
204,4/29/2004,28,148,123,S8NCON,12/31/2008,A,1.48,1.16,336951,58870,7310,182539,0,79660,94503,25675,0,4983,2395,2588,,,,,,,1,3,1,,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
204,4/29/2004,28,148,123,S8NCON,12/31/2009,A,1.23,1.34,259469,31949,2553,182772,0,72872,74732,20500,0,4983,2395,2588,,,,,,,1,3,1,,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
204,4/29/2004,28,148,123,S8NCON,12/31/2010,A,1.28,2.68,259040,24293,958,182386,0,93149,58545,23750,0,4983,2395,2588,,,,,,,1,3,1,,4983,44,44,0,0,0,44,0,0,0,2,0,1.07,0,41,3,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2004,A,1.38,3.51,4140324,77975,48071,2913641,0,3549575,1635727,625748,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2005,A,1.41,3.79,4206989,61320,55333,2900207,0,3964944,1714152,666685,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2006,A,1.58,3.74,4765187,108801,64866,2898116,0,4058573,1796640,710301,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2007,A,1.44,2.41,4308461,87019,59073,2891615,0,3468219,2195414,756770,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2008,A,1.39,2.15,4114312,69001,29128,2884151,0,2765768,2094193,806279,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2009,A,1.4,1.77,4100052,58972,9307,2880928,0,2300595,2155909,859027,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
205,8/22/2003,887,147,154,S8NCON,12/31/2010,A,1.39,1.74,4874392,866010,4013,2882894,0,2277781,2225548,915226,0,164915,,164915,10021,,,0,,,2,8,4,,174936,231,229,0,0,2,229,2,0,0,0,0,1.16,0,193,38,0,0,0,0
210,6/27/2007,705,134,130,S8NCON,6/30/2008,A,3.93,2.22,908925,162655,18849,185313,0,169810,91714,15198,0,32187,32187,,,,,25750,25750,,1,,1,,32187,50,50,0,0,0,50,0,0,0,5,0,1,0,50,0,0,0,0,0
210,6/27/2007,705,134,130,S8NCON,6/30/2009,A,1.2,1.44,241062,0,5055,196488,0,216490,166850,16217,0,32187,32187,,,,,25750,25750,,1,,1,,32187,50,50,0,0,0,50,0,0,0,5,0,1,0,50,0,0,0,0,0
210,6/27/2007,705,134,130,S8NCON,6/30/2010,A,1.22,1.44,241651,0,1782,196488,0,245877,188273,17305,0,32187,32187,,,,,25750,25750,,1,,1,,32187,50,50,0,0,0,50,0,0,0,5,0,1,0,50,0,0,0,0,0
215,2/18/2004,193,175,131,S8SUBR,9/30/2005,A,2.15,5.05,829139,0,10124,381005,0,987615,239520,43826,0,64069,64069,,,,,62606,62606,,2,9,2,,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
215,2/18/2004,193,175,131,S8SUBR,9/30/2006,A,1.15,4.47,494872,14587,13250,407720,0,1029910,276550,46390,0,64069,64069,,,,,62606,62606,,2,9,2,,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
215,2/18/2004,193,175,131,S8SUBR,9/30/2007,A,1.25,3.9,527182,0,18146,407511,0,1071680,323927,49105,0,64069,64069,,,,,62606,62606,,2,9,2,,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
215,2/18/2004,193,175,131,S8SUBR,9/30/2008,A,1.06,4.37,453857,0,19856,408202,0,631326,196535,51977,0,64069,64069,,,,,62606,62606,,2,9,2,,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
215,2/18/2004,193,175,131,S8SUBR,9/30/2009,A,1.06,4.12,444662,0,10725,408202,0,561086,191164,55019,0,64069,64069,,,,,62606,62606,,2,9,2,,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
215,2/18/2004,193,175,131,S8SUBR,9/30/2010,A,1.13,3.82,474490,13502,3456,406652,0,582701,210596,58238,0,64069,64069,,,,,62606,62606,,2,9,2,,64069,99,98,0,1,0,98,1,0,0,12,0,1.05,0,94,5,0,0,0,0
216,10/17/2006,686,160,127,S8NCON,12/31/2007,A,1.02,3.92,664432,241121,18262,397984,0,376431,196058,100000,0,78546,,78546,,,,0,,,1,2,1,,78546,99,98,0,1,0,98,1,0,0,0,0,1.01,0,98,1,0,0,0,0
216,10/17/2006,686,160,127,S8NCON,12/31/2008,C,0.83,1.29,583526,239259,12845,397984,0,347399,375477,106000,0,78546,,78546,,,,0,,,1,2,1,,78546,99,98,0,1,0,98,1,0,0,0,0,1.01,0,98,1,0,0,0,0
216,10/17/2006,686,160,127,S8NCON,12/31/2009,A,1.23,4.31,544669,52247,4065,397984,0,503662,228775,112000,0,78546,,78546,,,,0,,,1,2,1,,78546,99,98,0,1,0,98,1,0,0,0,0,1.01,0,98,1,0,0,0,0
216,10/17/2006,686,160,127,S8NCON,12/31/2010,A,1.06,2.38,421359,0,1424,397883,0,320809,253817,119000,0,78546,,78546,,,,0,,,1,2,1,,78546,99,98,0,1,0,98,1,0,0,0,0,1.01,0,98,1,0,0,0,0
218,3/23/2004,618,158,98,S8NCON,12/31/2004,A,1.21,1.9,339964,123995,4711,174793,0,178980,112060,18015,0,36000,,36000,,,,0,,,1,5,1,,36000,43,42,0,0,1,42,0,0,1,4,0,1,0,43,0,0,0,0,0
